,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
3326,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 17:00:00+00:00,2018-12-21 10:00:00-07:00,no2,0.026000000000000002,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3334,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 16:00:00+00:00,2018-12-21 09:00:00-07:00,no2,0.021,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3337,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 16:00:00+00:00,2018-12-21 09:00:00-07:00,no2,0.042,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3340,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 16:00:00+00:00,2018-12-21 09:00:00-07:00,no2,0.028999999999999998,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3345,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 15:00:00+00:00,2018-12-21 08:00:00-07:00,no2,0.02,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3351,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 15:00:00+00:00,2018-12-21 08:00:00-07:00,no2,0.046,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3354,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 15:00:00+00:00,2018-12-21 08:00:00-07:00,no2,0.038,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3359,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 14:00:00+00:00,2018-12-21 07:00:00-07:00,no2,0.046,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3361,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 14:00:00+00:00,2018-12-21 07:00:00-07:00,no2,0.022000000000000002,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3368,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 14:00:00+00:00,2018-12-21 07:00:00-07:00,no2,0.046,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3375,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 13:00:00+00:00,2018-12-21 06:00:00-07:00,no2,0.045,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3379,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 13:00:00+00:00,2018-12-21 06:00:00-07:00,no2,0.031,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3381,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 13:00:00+00:00,2018-12-21 06:00:00-07:00,no2,0.042,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3399,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 12:00:00+00:00,2018-12-21 05:00:00-07:00,no2,0.039,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3400,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 12:00:00+00:00,2018-12-21 05:00:00-07:00,no2,0.043,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3402,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 12:00:00+00:00,2018-12-21 05:00:00-07:00,no2,0.033,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3413,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 11:00:00+00:00,2018-12-21 04:00:00-07:00,no2,0.04,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3416,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 11:00:00+00:00,2018-12-21 04:00:00-07:00,no2,0.037000000000000005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3417,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 11:00:00+00:00,2018-12-21 04:00:00-07:00,no2,0.039,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3418,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 10:00:00+00:00,2018-12-21 03:00:00-07:00,no2,0.028999999999999998,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3422,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 10:00:00+00:00,2018-12-21 03:00:00-07:00,no2,0.042,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3426,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 10:00:00+00:00,2018-12-21 03:00:00-07:00,no2,0.037000000000000005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3434,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 08:00:00+00:00,2018-12-21 01:00:00-07:00,no2,0.04,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3436,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 08:00:00+00:00,2018-12-21 01:00:00-07:00,no2,0.027000000000000003,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3437,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 08:00:00+00:00,2018-12-21 01:00:00-07:00,no2,0.037000000000000005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3453,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 07:00:00+00:00,2018-12-21 00:00:00-07:00,no2,0.040999999999999995,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3457,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 07:00:00+00:00,2018-12-21 00:00:00-07:00,no2,0.038,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3459,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 07:00:00+00:00,2018-12-21 00:00:00-07:00,no2,0.028999999999999998,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3462,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 06:00:00+00:00,2018-12-20 23:00:00-07:00,no2,0.038,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3463,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 06:00:00+00:00,2018-12-20 23:00:00-07:00,no2,0.031,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3471,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 06:00:00+00:00,2018-12-20 23:00:00-07:00,no2,0.044000000000000004,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3485,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 05:00:00+00:00,2018-12-20 22:00:00-07:00,no2,0.04,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3493,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 04:00:00+00:00,2018-12-20 21:00:00-07:00,no2,0.043,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3501,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 04:00:00+00:00,2018-12-20 21:00:00-07:00,no2,0.035,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3509,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 03:00:00+00:00,2018-12-20 20:00:00-07:00,no2,0.045,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3511,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 03:00:00+00:00,2018-12-20 20:00:00-07:00,no2,0.04,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3513,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 03:00:00+00:00,2018-12-20 20:00:00-07:00,no2,0.036000000000000004,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3529,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 02:00:00+00:00,2018-12-20 19:00:00-07:00,no2,0.046,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3532,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 02:00:00+00:00,2018-12-20 19:00:00-07:00,no2,0.049,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3533,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 02:00:00+00:00,2018-12-20 19:00:00-07:00,no2,0.038,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3534,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 01:00:00+00:00,2018-12-20 18:00:00-07:00,no2,0.045,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3541,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 01:00:00+00:00,2018-12-20 18:00:00-07:00,no2,0.049,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3544,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 01:00:00+00:00,2018-12-20 18:00:00-07:00,no2,0.034,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3550,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-21 00:00:00+00:00,2018-12-20 17:00:00-07:00,no2,0.022000000000000002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3552,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-21 00:00:00+00:00,2018-12-20 17:00:00-07:00,no2,0.046,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3554,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-21 00:00:00+00:00,2018-12-20 17:00:00-07:00,no2,0.043,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3566,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 23:00:00+00:00,2018-12-20 16:00:00-07:00,no2,0.019,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3572,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 23:00:00+00:00,2018-12-20 16:00:00-07:00,no2,0.042,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3574,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 23:00:00+00:00,2018-12-20 16:00:00-07:00,no2,0.046,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3583,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 22:00:00+00:00,2018-12-20 15:00:00-07:00,no2,0.036000000000000004,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3590,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 22:00:00+00:00,2018-12-20 15:00:00-07:00,no2,0.01,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3593,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 22:00:00+00:00,2018-12-20 15:00:00-07:00,no2,0.028999999999999998,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3594,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 21:00:00+00:00,2018-12-20 14:00:00-07:00,no2,0.006999999999999999,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3600,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 21:00:00+00:00,2018-12-20 14:00:00-07:00,no2,0.027999999999999997,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3603,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 21:00:00+00:00,2018-12-20 14:00:00-07:00,no2,0.023,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3613,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 20:00:00+00:00,2018-12-20 13:00:00-07:00,no2,0.019,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3615,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 20:00:00+00:00,2018-12-20 13:00:00-07:00,no2,0.009000000000000001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3616,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 20:00:00+00:00,2018-12-20 13:00:00-07:00,no2,0.024,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3625,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 19:00:00+00:00,2018-12-20 12:00:00-07:00,no2,0.015,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3631,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 19:00:00+00:00,2018-12-20 12:00:00-07:00,no2,0.015,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3636,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 19:00:00+00:00,2018-12-20 12:00:00-07:00,no2,0.009000000000000001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3638,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 18:00:00+00:00,2018-12-20 11:00:00-07:00,no2,0.009000000000000001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3644,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 18:00:00+00:00,2018-12-20 11:00:00-07:00,no2,0.015,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3645,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 18:00:00+00:00,2018-12-20 11:00:00-07:00,no2,0.016,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3659,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 17:00:00+00:00,2018-12-20 10:00:00-07:00,no2,0.022000000000000002,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3661,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 17:00:00+00:00,2018-12-20 10:00:00-07:00,no2,0.013000000000000001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3662,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 17:00:00+00:00,2018-12-20 10:00:00-07:00,no2,0.025,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3669,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 16:00:00+00:00,2018-12-20 09:00:00-07:00,no2,0.027999999999999997,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3671,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 16:00:00+00:00,2018-12-20 09:00:00-07:00,no2,0.032,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3673,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 16:00:00+00:00,2018-12-20 09:00:00-07:00,no2,0.024,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3681,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 15:00:00+00:00,2018-12-20 08:00:00-07:00,no2,0.031,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3690,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 15:00:00+00:00,2018-12-20 08:00:00-07:00,no2,0.033,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3694,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 15:00:00+00:00,2018-12-20 08:00:00-07:00,no2,0.040999999999999995,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3699,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 14:00:00+00:00,2018-12-20 07:00:00-07:00,no2,0.036000000000000004,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3701,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 14:00:00+00:00,2018-12-20 07:00:00-07:00,no2,0.037000000000000005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3703,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 14:00:00+00:00,2018-12-20 07:00:00-07:00,no2,0.051,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3715,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 13:00:00+00:00,2018-12-20 06:00:00-07:00,no2,0.048,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3720,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 13:00:00+00:00,2018-12-20 06:00:00-07:00,no2,0.035,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3721,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 13:00:00+00:00,2018-12-20 06:00:00-07:00,no2,0.03,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3730,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 12:00:00+00:00,2018-12-20 05:00:00-07:00,no2,0.043,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3731,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 12:00:00+00:00,2018-12-20 05:00:00-07:00,no2,0.034,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3738,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 12:00:00+00:00,2018-12-20 05:00:00-07:00,no2,0.027000000000000003,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3743,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 11:00:00+00:00,2018-12-20 04:00:00-07:00,no2,0.033,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3750,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 11:00:00+00:00,2018-12-20 04:00:00-07:00,no2,0.043,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3752,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 11:00:00+00:00,2018-12-20 04:00:00-07:00,no2,0.028999999999999998,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3756,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 10:00:00+00:00,2018-12-20 03:00:00-07:00,no2,0.039,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3766,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 10:00:00+00:00,2018-12-20 03:00:00-07:00,no2,0.026000000000000002,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3768,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 10:00:00+00:00,2018-12-20 03:00:00-07:00,no2,0.042,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3774,Denver - CAMP - 2105,Denver-Aurora,US,2018-12-20 08:00:00+00:00,2018-12-20 01:00:00-07:00,no2,0.026000000000000002,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3776,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 08:00:00+00:00,2018-12-20 01:00:00-07:00,no2,0.047,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3778,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 08:00:00+00:00,2018-12-20 01:00:00-07:00,no2,0.039,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3792,La Casa NCORE - 4545,Denver-Aurora,US,2018-12-20 07:00:00+00:00,2018-12-20 00:00:00-07:00,no2,0.047,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
3793,Welby - 78th Ave. &,Denver-Aurora,US,2018-12-20 07:00:00+00:00,2018-12-20 00:00:00-07:00,no2,0.04,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
