,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
37237,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-27 04:00:00+00:00,2018-07-26 22:00:00-06:00,no2,0.004,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37241,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-27 04:00:00+00:00,2018-07-26 22:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37249,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-27 03:00:00+00:00,2018-07-26 21:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37252,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-27 03:00:00+00:00,2018-07-26 21:00:00-06:00,no2,0.006999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37253,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-27 03:00:00+00:00,2018-07-26 21:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37257,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-27 02:00:00+00:00,2018-07-26 20:00:00-06:00,no2,0.008,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37265,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-27 02:00:00+00:00,2018-07-26 20:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37267,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-27 02:00:00+00:00,2018-07-26 20:00:00-06:00,no2,0.008,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37276,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-27 01:00:00+00:00,2018-07-26 19:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37285,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-27 01:00:00+00:00,2018-07-26 19:00:00-06:00,no2,0.006,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37286,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-27 01:00:00+00:00,2018-07-26 19:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37294,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-27 00:00:00+00:00,2018-07-26 18:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37303,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-27 00:00:00+00:00,2018-07-26 18:00:00-06:00,no2,0.009000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37304,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-27 00:00:00+00:00,2018-07-26 18:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37306,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 23:00:00+00:00,2018-07-26 17:00:00-06:00,no2,0.013000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37309,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 23:00:00+00:00,2018-07-26 17:00:00-06:00,no2,0.004,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37313,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 23:00:00+00:00,2018-07-26 17:00:00-06:00,no2,0.011000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37328,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 22:00:00+00:00,2018-07-26 16:00:00-06:00,no2,0.006,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37331,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 22:00:00+00:00,2018-07-26 16:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37336,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 22:00:00+00:00,2018-07-26 16:00:00-06:00,no2,0.011000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37341,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 21:00:00+00:00,2018-07-26 15:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37343,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 21:00:00+00:00,2018-07-26 15:00:00-06:00,no2,0.012,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37344,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 21:00:00+00:00,2018-07-26 15:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37356,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 17:00:00+00:00,2018-07-26 11:00:00-06:00,no2,0.012,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37358,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 17:00:00+00:00,2018-07-26 11:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37361,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 17:00:00+00:00,2018-07-26 11:00:00-06:00,no2,0.011000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37375,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 16:00:00+00:00,2018-07-26 10:00:00-06:00,no2,0.006,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37376,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 16:00:00+00:00,2018-07-26 10:00:00-06:00,no2,0.016,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37383,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 16:00:00+00:00,2018-07-26 10:00:00-06:00,no2,0.013999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37387,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 15:00:00+00:00,2018-07-26 09:00:00-06:00,no2,0.013999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37394,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 15:00:00+00:00,2018-07-26 09:00:00-06:00,no2,0.009000000000000001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37397,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 15:00:00+00:00,2018-07-26 09:00:00-06:00,no2,0.02,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37402,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 14:00:00+00:00,2018-07-26 08:00:00-06:00,no2,0.022000000000000002,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37407,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 14:00:00+00:00,2018-07-26 08:00:00-06:00,no2,0.013000000000000001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37410,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 14:00:00+00:00,2018-07-26 08:00:00-06:00,no2,0.02,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37418,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 13:00:00+00:00,2018-07-26 07:00:00-06:00,no2,0.019,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37423,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 13:00:00+00:00,2018-07-26 07:00:00-06:00,no2,0.021,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37425,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 13:00:00+00:00,2018-07-26 07:00:00-06:00,no2,0.024,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37435,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 12:00:00+00:00,2018-07-26 06:00:00-06:00,no2,0.017,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37437,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 12:00:00+00:00,2018-07-26 06:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37450,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 12:00:00+00:00,2018-07-26 06:00:00-06:00,no2,0.018000000000000002,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37451,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 11:00:00+00:00,2018-07-26 05:00:00-06:00,no2,0.009000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37462,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 11:00:00+00:00,2018-07-26 05:00:00-06:00,no2,0.012,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37464,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 11:00:00+00:00,2018-07-26 05:00:00-06:00,no2,0.008,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37471,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 10:00:00+00:00,2018-07-26 04:00:00-06:00,no2,0.005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37478,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 10:00:00+00:00,2018-07-26 04:00:00-06:00,no2,0.006999999999999999,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37479,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 10:00:00+00:00,2018-07-26 04:00:00-06:00,no2,0.004,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37482,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 09:00:00+00:00,2018-07-26 03:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37493,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 09:00:00+00:00,2018-07-26 03:00:00-06:00,no2,0.003,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37496,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 09:00:00+00:00,2018-07-26 03:00:00-06:00,no2,0.006,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37504,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 07:00:00+00:00,2018-07-26 01:00:00-06:00,no2,0.006,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37505,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 07:00:00+00:00,2018-07-26 01:00:00-06:00,no2,0.008,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37507,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 07:00:00+00:00,2018-07-26 01:00:00-06:00,no2,0.008,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37513,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 06:00:00+00:00,2018-07-26 00:00:00-06:00,no2,0.006999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37521,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 06:00:00+00:00,2018-07-26 00:00:00-06:00,no2,0.005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37523,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 06:00:00+00:00,2018-07-26 00:00:00-06:00,no2,0.006,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37541,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 05:00:00+00:00,2018-07-25 23:00:00-06:00,no2,0.004,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37545,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 04:00:00+00:00,2018-07-25 22:00:00-06:00,no2,0.006,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37551,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 04:00:00+00:00,2018-07-25 22:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37564,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 03:00:00+00:00,2018-07-25 21:00:00-06:00,no2,0.009000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37567,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 03:00:00+00:00,2018-07-25 21:00:00-06:00,no2,0.005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37569,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 03:00:00+00:00,2018-07-25 21:00:00-06:00,no2,0.004,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37579,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 02:00:00+00:00,2018-07-25 20:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37586,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 02:00:00+00:00,2018-07-25 20:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37588,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 02:00:00+00:00,2018-07-25 20:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37599,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 01:00:00+00:00,2018-07-25 19:00:00-06:00,no2,0.01,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37603,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 01:00:00+00:00,2018-07-25 19:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37604,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 01:00:00+00:00,2018-07-25 19:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37607,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-26 00:00:00+00:00,2018-07-25 18:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37616,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-26 00:00:00+00:00,2018-07-25 18:00:00-06:00,no2,0.013000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37618,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-26 00:00:00+00:00,2018-07-25 18:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37623,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 22:00:00+00:00,2018-07-25 16:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37625,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-25 22:00:00+00:00,2018-07-25 16:00:00-06:00,no2,0.017,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37635,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-25 22:00:00+00:00,2018-07-25 16:00:00-06:00,no2,0.006999999999999999,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37638,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-25 21:00:00+00:00,2018-07-25 15:00:00-06:00,no2,0.006,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37644,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 21:00:00+00:00,2018-07-25 15:00:00-06:00,no2,0.008,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37651,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-25 21:00:00+00:00,2018-07-25 15:00:00-06:00,no2,0.015,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37655,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 20:00:00+00:00,2018-07-25 14:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37657,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-25 20:00:00+00:00,2018-07-25 14:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37661,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-25 20:00:00+00:00,2018-07-25 14:00:00-06:00,no2,0.013000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37668,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 19:00:00+00:00,2018-07-25 13:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37677,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-25 19:00:00+00:00,2018-07-25 13:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37679,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-25 19:00:00+00:00,2018-07-25 13:00:00-06:00,no2,0.011000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37687,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-25 18:00:00+00:00,2018-07-25 12:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37690,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-25 18:00:00+00:00,2018-07-25 12:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37693,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 18:00:00+00:00,2018-07-25 12:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37702,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-25 17:00:00+00:00,2018-07-25 11:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37710,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 17:00:00+00:00,2018-07-25 11:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37711,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-25 17:00:00+00:00,2018-07-25 11:00:00-06:00,no2,0.011000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37717,Welby - 78th Ave. &,Denver-Aurora,US,2018-07-25 16:00:00+00:00,2018-07-25 10:00:00-06:00,no2,0.004,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37720,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 16:00:00+00:00,2018-07-25 10:00:00-06:00,no2,0.01,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37727,Denver - CAMP - 2105,Denver-Aurora,US,2018-07-25 16:00:00+00:00,2018-07-25 10:00:00-06:00,no2,0.012,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
37734,La Casa NCORE - 4545,Denver-Aurora,US,2018-07-25 15:00:00+00:00,2018-07-25 09:00:00-06:00,no2,0.012,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
